Taxonomic rank	region	name	sample_sum	abundance	observation_name	sample	n
Class	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	0.0	0.0	1	OS_16S_SL_rep1	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Family	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	584.0	2.2359202113404035	18	OS_16S_SL_rep1	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Genus	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	25341.0	97.02132547187871	107	OS_16S_SL_rep1	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Order	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	0.0	0.0	2	OS_16S_SL_rep1	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Phylum	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	0.0	0.0	1	OS_16S_SL_rep1	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Species	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	178.0	0.6814962287989587	39	OS_16S_SL_rep1	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
weak affiliation	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	16.0	0.06125808798192887	9	OS_16S_SL_rep1	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Class	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	0.0	0.0	1	OS_16S_SL_rep2	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Family	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	687.0	1.433789001356569	18	OS_16S_SL_rep2	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Genus	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	46885.0	97.85036001252217	107	OS_16S_SL_rep2	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Order	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	14.0	0.029218407596785977	2	OS_16S_SL_rep2	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Phylum	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	11.0	0.022957320254617553	1	OS_16S_SL_rep2	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Species	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	304.0	0.6344568506730669	39	OS_16S_SL_rep2	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
weak affiliation	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	14.0	0.029218407596785977	9	OS_16S_SL_rep2	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Class	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	4.0	0.03713675610435428	1	OS_16S_VEL_rep1	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Family	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	633.0	5.876891653514066	18	OS_16S_VEL_rep1	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Genus	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	9044.0	83.96620555194504	107	OS_16S_VEL_rep1	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Order	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	3.0	0.02785256707826571	2	OS_16S_VEL_rep1	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Phylum	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	2.0	0.01856837805217714	1	OS_16S_VEL_rep1	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Species	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	1063.0	9.869092934732151	39	OS_16S_VEL_rep1	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
weak affiliation	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	22.0	0.20425215857394857	9	OS_16S_VEL_rep1	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Class	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	6.0	0.02762685330140897	1	OS_16S_VEL_rep2	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Family	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	1375.0	6.331153881572889	18	OS_16S_VEL_rep2	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Genus	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	17737.0	81.66958283451515	107	OS_16S_VEL_rep2	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Order	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	7.0	0.0322313288516438	2	OS_16S_VEL_rep2	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Phylum	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	0.0	0.0	1	OS_16S_VEL_rep2	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Species	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	2538.0	11.686158946495993	39	OS_16S_VEL_rep2	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
weak affiliation	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	55.0	0.25324615526291555	9	OS_16S_VEL_rep2	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Class	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	10.0	0.04640801930573603	1	OS_16S_VEL_rep3	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Family	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	1432.0	6.6456283645814	18	OS_16S_VEL_rep3	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Genus	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	17858.0	82.8754408761834	107	OS_16S_VEL_rep3	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Order	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	10.0	0.04640801930573603	2	OS_16S_VEL_rep3	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Phylum	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	1.0	0.004640801930573603	1	OS_16S_VEL_rep3	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
Species	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	2165.0	10.04733617969185	39	OS_16S_VEL_rep3	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
weak affiliation	16S	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv	72.0	0.33413773900129945	9	OS_16S_VEL_rep3	/home/gpascal/work/RPOB/RESULTS97perc/OralSecretions_16S_affi_tables_merged.tsv
