Taxonomic rank	region	name	sample_sum	abundance	observation_name	sample	n
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	763.0	8.9187609585038	2	D_rpoB_Mock5M_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	6922.0	80.91174751607248	134	D_rpoB_Mock5M_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	870.0	10.169491525423728	58	D_rpoB_Mock5M_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	D_rpoB_Mock5	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	366.0	3.292255104794459	2	D_rpoB_Mock5	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	7709.0	69.34424754879913	134	D_rpoB_Mock5	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	3042.0	27.363497346406405	58	D_rpoB_Mock5	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	D_rpoB_MockLog_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	D_rpoB_MockLog_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	18901.0	100.0	134	D_rpoB_MockLog_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	58	D_rpoB_MockLog_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	D_rpoB_MockLog_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	D_rpoB_MockLog_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	13467.0	100.0	134	D_rpoB_MockLog_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	58	D_rpoB_MockLog_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	15.0	0.2638058389025677	2	D_rpoB_Mockstd01_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	D_rpoB_Mockstd01_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	5668.0	99.68343299331691	134	D_rpoB_Mockstd01_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	3.0	0.05276116778051354	58	D_rpoB_Mockstd01_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	2.0	0.06657789613848203	2	D_rpoB_Mockstd01_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	D_rpoB_Mockstd01_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	3001.0	99.90013315579228	134	D_rpoB_Mockstd01_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	1.0	0.033288948069241014	58	D_rpoB_Mockstd01_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	81.0	0.4047369210013491	2	D_rpoB_Mockstd_rpoB_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	D_rpoB_Mockstd_rpoB_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	19904.0	99.45535401988708	134	D_rpoB_Mockstd_rpoB_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	28.0	0.13990905911157747	58	D_rpoB_Mockstd_rpoB_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	48.0	0.25453388482341716	2	D_rpoB_Mockstd_rpoB_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	D_rpoB_Mockstd_rpoB_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	18798.0	99.68183264397072	134	D_rpoB_Mockstd_rpoB_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	12.0	0.06363347120585428	58	D_rpoB_Mockstd_rpoB_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_Mock1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	596.0	1.5037593984962405	2	N_rpoB_Mock1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	32936.0	83.10036837059091	134	N_rpoB_Mock1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	6102.0	15.395872230912852	58	N_rpoB_Mock1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_Mock2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	403.0	0.8263784936534952	2	N_rpoB_Mock2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	44155.0	90.54278508007464	134	N_rpoB_Mock2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	4209.0	8.630836426271864	58	N_rpoB_Mock2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_Mock3	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	1036.0	2.373098772219168	2	N_rpoB_Mock3	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	31401.0	71.9282572842221	134	N_rpoB_Mock3	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	11219.0	25.698643943558732	58	N_rpoB_Mock3	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_Mock4	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	1222.0	2.2284630534685244	2	N_rpoB_Mock4	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	39280.0	71.63177474651688	134	N_rpoB_Mock4	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	14334.0	26.13976220001459	58	N_rpoB_Mock4	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_Mock5M_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	624.0	3.7096486534688786	2	N_rpoB_Mock5M_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	14423.0	85.7440104631116	134	N_rpoB_Mock5M_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	1774.0	10.546340883419536	58	N_rpoB_Mock5M_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_Mock5M_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	359.0	3.2237787356321843	2	N_rpoB_Mock5M_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	9679.0	86.91630747126436	134	N_rpoB_Mock5M_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	1098.0	9.859913793103448	58	N_rpoB_Mock5M_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_Mock5	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	1265.0	2.2138994382120796	2	N_rpoB_Mock5	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	40880.0	71.54482927597613	134	N_rpoB_Mock5	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	14994.0	26.24127128581179	58	N_rpoB_Mock5	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_MockLog01_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_MockLog01_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	68301.0	99.97657976784694	134	N_rpoB_MockLog01_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	16.0	0.023420232153051217	58	N_rpoB_MockLog01_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_MockLog01_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_MockLog01_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	71561.0	100.0	134	N_rpoB_MockLog01_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	58	N_rpoB_MockLog01_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_MockLog_001	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_MockLog_001	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	67175.0	100.0	134	N_rpoB_MockLog_001	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	58	N_rpoB_MockLog_001	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_MockLog_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	7.0	0.007025573086033161	2	N_rpoB_MockLog_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	99618.0	99.98193424063592	134	N_rpoB_MockLog_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	11.0	0.01104018627805211	58	N_rpoB_MockLog_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_MockLog_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_MockLog_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	78999.0	99.99240554395291	134	N_rpoB_MockLog_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	6.0	0.007594456047085627	58	N_rpoB_MockLog_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	9.0	0.03036949552893538	2	N_rpoB_Mockstd001_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_Mockstd001_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	29611.0	99.9190146785895	134	N_rpoB_Mockstd001_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	15.0	0.05061582588155897	58	N_rpoB_Mockstd001_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	2.0	0.003941275002463297	2	N_rpoB_Mockstd001_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_Mockstd001_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	50709.0	99.92905704995566	134	N_rpoB_Mockstd001_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
